Date,BTC-USD,ETH-USD,XRP-USD,SOL-USD,LUNA1-USD,ADA-USD,AVA-USD,DOT-USD,DOGE-USD,MATIC-USD
2019-01-01,3843.52001953125,140.8194122314453,0.3647710084915161,,,0.04254699870944023,0.16280600428581238,,0.002392000053077936,
2019-01-02,3943.409423828125,155.0476837158203,0.37524300813674927,,,0.04525800049304962,0.15311899781227112,,0.002406999934464693,
2019-01-03,3836.7412109375,149.135009765625,0.36022400856018066,,,0.04268199950456619,0.14601300656795502,,0.002360000042244792,
2019-01-04,3857.717529296875,154.58193969726562,0.35674700140953064,,,0.04381199926137924,0.138264998793602,,0.002314999932423234,
2019-01-05,3845.194580078125,155.6385955810547,0.3552750051021576,,,0.044700998812913895,0.13510799407958984,,0.0023189999628812075,
2019-01-06,4076.632568359375,157.74620056152344,0.36839500069618225,,,0.049261000007390976,0.1493770033121109,,0.002328000031411648,
2019-01-07,4025.248291015625,151.69921875,0.36434701085090637,,,0.047995999455451965,0.14337299764156342,,0.0022849999368190765,
2019-01-08,4030.847900390625,150.35963439941406,0.3653149902820587,,,0.04852500185370445,0.15218700468540192,,0.00227600010111928,
2019-01-09,4035.29638671875,150.80311584472656,0.3708899915218353,,,0.05216899886727333,0.1380539983510971,,0.002266000024974346,
2019-01-10,3678.924560546875,128.62518310546875,0.3326520025730133,,,0.04452899843454361,0.11908300220966339,,0.002131999935954809,
2019-01-11,3687.365478515625,127.54832458496094,0.33290401101112366,,,0.04414699971675873,0.12532900273799896,,0.002128999913111329,
2019-01-12,3661.301025390625,125.9665298461914,0.3287999927997589,,,0.04370399937033653,0.12471900135278702,,0.002148000057786703,
2019-01-13,3552.953125,116.8978042602539,0.31786298751831055,,,0.040240999311208725,0.11821199953556061,,0.0020940001122653484,
2019-01-14,3706.05224609375,129.0687255859375,0.33376601338386536,,,0.04405900090932846,0.12132599949836731,,0.0021830000914633274,
2019-01-15,3630.67529296875,122.03271484375,0.3271790146827698,,,0.042810000479221344,0.1124119982123375,,0.002111000008881092,
2019-01-16,3655.0068359375,123.54706573486328,0.3297010064125061,,,0.044776998460292816,0.12810499966144562,,0.0021379999816417694,
2019-01-17,3678.56396484375,123.7419204711914,0.329353004693985,,,0.04531800001859665,0.11510399729013443,,0.0020940001122653484,
2019-01-18,3657.83935546875,121.01026153564453,0.32427701354026794,,,0.04431600123643875,0.10871399939060211,,0.0021059999708086252,
2019-01-19,3728.568359375,124.5190200805664,0.33100101351737976,,,0.04574999958276749,0.11248400062322617,,0.00215300009585917,
2019-01-20,3601.013671875,119.4748306274414,0.32117700576782227,,,0.043476998805999756,0.10005100071430206,,0.002119000069797039,
2019-01-21,3576.032470703125,117.15785217285156,0.32078999280929565,,,0.04293699935078621,0.10795000195503235,,0.0021009999327361584,
2019-01-22,3604.5771484375,118.74755096435547,0.3194909989833832,,,0.043577998876571655,0.10257100313901901,,0.0020570000633597374,
2019-01-23,3585.123046875,117.45260620117188,0.3164919912815094,,,0.042899999767541885,0.09938400238752365,,0.00204299995675683,
2019-01-24,3600.865478515625,117.36288452148438,0.31759798526763916,,,0.04302699863910675,0.09949500113725662,,0.0020389999262988567,
2019-01-25,3599.765869140625,116.37834167480469,0.31716498732566833,,,0.04269099980592728,0.10827399790287018,,0.0021180000621825457,
2019-01-26,3602.46044921875,116.48873901367188,0.31423500180244446,,,0.04264900088310242,0.09631600230932236,,0.0020830000285059214,
2019-01-27,3583.9658203125,113.40528869628906,0.3094390034675598,,,0.04116800054907799,0.09874600172042847,,0.00202700006775558,
2019-01-28,3470.450439453125,106.58997344970703,0.2948629856109619,,,0.03877200186252594,0.09033200144767761,,0.0019440000178292394,
2019-01-29,3448.116943359375,105.59821319580078,0.2895579934120178,,,0.03825100138783455,0.08935800194740295,,0.001927000004798174,
2019-01-30,3486.181640625,108.90753936767578,0.3204610049724579,,,0.03965599834918976,0.09423399716615677,,0.001961000030860305,
2019-01-31,3457.792724609375,107.0610122680664,0.3100360035896301,,,0.038373999297618866,0.09297099709510803,,0.0019249999895691872,
2019-02-01,3487.9453125,107.60978698730469,0.3085170090198517,,,0.03867800161242485,0.09961699694395065,,0.0019160000374540687,
2019-02-02,3521.060791015625,110.43025970458984,0.31091201305389404,,,0.03931700065732002,0.09904299676418304,,0.0019359999569132924,
2019-02-03,3464.013427734375,107.49266815185547,0.30235201120376587,,,0.03802900016307831,0.10315799713134766,,0.0019039999460801482,
2019-02-04,3459.154052734375,107.82160186767578,0.3001979887485504,,,0.03785699978470802,0.1250779926776886,,0.001896000001579523,
2019-02-05,3466.357421875,107.44351959228516,0.29923900961875916,,,0.03789599984884262,0.14053699374198914,,0.001888000057078898,
2019-02-06,3413.767822265625,104.9192886352539,0.29072698950767517,,,0.0366629995405674,0.14136099815368652,,0.0018660000059753656,
2019-02-07,3399.4716796875,104.5353012084961,0.2916179895401001,,,0.036396000534296036,0.13758300244808197,,0.0018449999624863267,
2019-02-08,3666.7802734375,119.26774597167969,0.3116829991340637,,,0.04075099900364876,0.15058599412441254,,0.001955999992787838,
2019-02-09,3671.20361328125,119.4308853149414,0.31128400564193726,,,0.041058000177145004,0.11659999936819077,,0.0019490000559017062,
2019-02-10,3690.188232421875,124.80648803710938,0.30990898609161377,,,0.042830001562833786,0.11753199994564056,,0.0019460000330582261,
2019-02-11,3648.4306640625,121.29839324951172,0.30274099111557007,,,0.04173300042748451,0.10972700268030167,,0.001905999961309135,
2019-02-12,3653.528564453125,122.5722885131836,0.30518999695777893,,,0.04175100103020668,0.11268600076436996,,0.0018939999863505363,
2019-02-13,3632.070556640625,122.55360412597656,0.304284006357193,,,0.04111799970269203,0.11266399919986725,,0.001892999978736043,
2019-02-14,3616.880859375,121.39020538330078,0.3019089996814728,,,0.040539998561143875,0.11283499747514725,,0.0018970000091940165,
2019-02-15,3620.810791015625,122.10038757324219,0.3017590045928955,,,0.0406000018119812,0.10044299811124802,,0.0019079999765381217,
2019-02-16,3629.78759765625,123.26021575927734,0.30170300602912903,,,0.041025999933481216,0.09954199939966202,,0.0019239999819546938,
2019-02-17,3673.836181640625,133.598876953125,0.30336999893188477,,,0.04145200178027153,0.10296899825334549,,0.0019920000340789557,
2019-02-18,3915.71435546875,146.09837341308594,0.32156801223754883,,,0.045605000108480453,0.11299499869346619,,0.002114000031724572,
2019-02-19,3947.094482421875,145.34619140625,0.3237679898738861,,,0.04615800082683563,0.11951500177383423,,0.0020669999066740274,
2019-02-20,3999.820556640625,149.55433654785156,0.3328799903392792,,,0.047550998628139496,0.1221420019865036,,0.002078999998047948,
2019-02-21,3954.1181640625,146.13084411621094,0.3212909996509552,,,0.04496899992227554,0.11581499874591827,,0.0020280000753700733,
2019-02-22,4005.526611328125,149.0924530029297,0.3219040036201477,,,0.04616300016641617,0.10672599822282791,,0.002056000055745244,
2019-02-23,4142.52685546875,158.79542541503906,0.3326199948787689,,,0.04859299957752228,0.10768099874258041,,0.0020830000285059214,
2019-02-24,3810.427490234375,135.8526611328125,0.3014430105686188,,,0.0424560010433197,0.09745000302791595,,0.001973999897018075,
2019-02-25,3882.6962890625,139.82286071777344,0.32850998640060425,,,0.04404300078749657,0.10219299793243408,,0.00203000009059906,
2019-02-26,3854.35791015625,138.0896759033203,0.31947699189186096,,,0.04330400004982948,0.09945099800825119,,0.0020230000372976065,
2019-02-27,3851.04736328125,136.12596130371094,0.3131060004234314,,,0.04326999932527542,0.10337100178003311,,0.002019000006839633,
2019-02-28,3854.785400390625,136.74624633789062,0.3150779902935028,,,0.043122999370098114,0.09977400302886963,,0.0019759999122470617,
2019-03-01,3859.583740234375,136.44361877441406,0.31731200218200684,,,0.043278999626636505,0.10504499822854996,,0.0019940000493079424,
